cov1,cov2,cov3,cov4,cov5,cov6,cov7,sal_pur_rat,igst_itc_tot_itc_rat,lib_igst_itc_rat
0.9969166,0.97145224,0.83662826,0.8137568,0.6093492,0.65469646,0.47256225,-0.035296846,-0.5206841,-0.054400817
0.98695606,0.9428019,0.6485139,0.6525609,0.5160008,0.65705156,0.58251435,-0.034836236,0.23164682,-0.05339296
0.9997426,0.9957642,0.9171145,0.91497827,0.7708069,0.83456534,0.86981136,-0.035313282,0.5723562,-0.05444762
0.99692357,0.9693135,0.78831166,0.76024187,0.5975346,0.72503954,0.46686238,-0.03527987,-0.571291,-0.054369602
0.99598664,0.9709154,-0.39975747,-0.21675603,0.5005618,0.91138774,0.9081644,-0.03521389,1.5261779,-0.05409862
0.91193813,0.7697536,0.17570858,0.077243984,0.28115144,0.56801367,0.12645547,0.033667646,-0.49551898,0.04643492
0.99479294,0.95268893,0.75757843,0.68771446,0.5330208,0.6513288,0.17540021,-0.03524216,-0.9066273,-0.054262113
0.93727815,0.81343806,0.26199916,0.15141825,0.30689648,0.5856568,0.1267258,0.001084494,-0.60115993,-0.0010282899
0.92484385,0.8082974,-0.03489311,-0.03485605,0.29024076,0.67739224,0.3454952,0.049501125,0.10433503,0.062015716
0.9937775,0.9637931,0.61959106,0.69588834,0.5843382,0.715818,0.90606934,-0.035291787,1.6452674,-0.054353345
0.9997325,0.9941297,0.9459291,0.9220142,0.7529141,0.7535163,0.543165,-0.035313275,-0.7685694,-0.054447573
0.97833365,0.91474515,0.15691307,0.31499872,0.45974928,0.7243817,0.89291227,-0.034370024,1.6778288,-0.05154391
0.9622655,0.88041013,0.37712213,0.35039243,0.39522213,0.65146685,0.34772035,-0.022092564,-0.2384205,-0.03403761
0.9227663,0.81885695,0.11298573,0.15329145,0.33519727,0.62601906,0.5619864,0.0061803814,0.82031333,0.01752066
0.9979729,0.976148,0.84090525,0.7898404,0.5957104,0.67389715,0.18963817,-0.035307173,-0.9669504,-0.054428756
0.92723256,0.81282514,0.15794572,0.11986056,0.30411407,0.62344646,0.2717459,0.014754096,-0.165276,0.018730775
0.983516,0.9365535,0.13750279,0.23889782,0.46853226,0.8073663,0.8213203,-0.034626603,1.2442151,-0.05272247
0.99163026,0.9428689,-0.21007104,-0.34938625,0.35589853,0.8614819,0.16194078,-0.034894332,-0.86471057,-0.053682864
0.98162717,0.91087997,0.09205287,-0.01605055,0.35651055,0.7690476,0.15453768,-0.032369316,-0.7853792,-0.04975465
0.8986961,0.7624133,0.029815583,-0.029750828,0.27150008,0.6136104,0.2053519,0.11375253,-0.10626434,0.13624449
0.99929225,0.9860677,0.88474566,0.8410125,0.6671164,0.74019957,0.28935948,-0.035312586,-0.9653868,-0.054445136
0.96374196,0.88637036,0.11550651,0.18820226,0.39011094,0.7225038,0.72367543,-0.028542105,1.0152122,-0.040744025
0.9270634,0.82169557,-0.005329697,-0.05885005,0.2811328,0.66631204,0.23185547,0.03720998,-0.19607396,0.038439337
0.84529364,0.72529227,0.14503162,0.1337126,0.27482712,0.49785134,0.39238614,0.20245557,0.4305091,0.27245432
0.95988315,0.8706673,-0.197919,-0.20151688,0.3208669,0.73934764,0.3948231,-0.015866322,0.085324876,-0.022160977
0.994878,0.96319675,0.8005656,0.7729243,0.56704724,0.6524905,0.41834638,-0.035270933,-0.51687455,-0.054330353
0.9998173,0.9968017,0.9243922,0.92117345,0.793918,0.8493937,0.8819022,-0.03531329,0.5945855,-0.054447673
0.99923116,0.99063265,0.17508967,0.5055151,0.6858421,0.9172339,0.9860817,-0.035312973,2.038963,-0.0544454
0.9808697,0.924832,-0.14984281,-0.02661786,0.4223264,0.8148507,0.8224698,-0.03310573,1.2925869,-0.04899749
0.99994606,0.99779606,0.96375096,0.9362415,0.78485316,0.8070619,0.335881,-0.035313297,-1.0343986,-0.054447733
0.9835248,0.9179277,0.56560206,0.5042804,0.442221,0.6580467,0.26325947,-0.03374257,-0.6700014,-0.05166169
0.9948421,0.9621669,-0.4032686,-0.4000407,0.40904105,0.90311533,0.43972975,-0.035029404,-0.36257666,-0.053835347
0.97535896,0.9208337,0.11000309,0.26613116,0.44662508,0.7461439,0.8280738,-0.03296176,1.4223249,-0.048774764
0.96205604,0.86628824,-0.12590943,-0.2287701,0.3016353,0.7474027,0.2020247,-0.02073464,-0.5288005,-0.03139092
0.9288813,0.8229929,0.24688657,0.20594735,0.33320943,0.612175,0.3154863,0.024596104,-0.1305208,0.026006723
0.99775773,0.97706515,0.86530167,0.8308236,0.62742263,0.6397448,0.37705445,-0.035306796,-0.79296064,-0.054426394
0.92709893,0.80199987,0.26168248,0.16580771,0.3142663,0.57852226,0.15818243,0.019422717,-0.53841305,0.021356188
0.9891165,0.9448527,-0.14048673,0.09532903,0.47659475,0.8218389,0.9332248,-0.03502161,1.8254393,-0.05346216
0.9995073,0.99080175,0.9025744,0.8701153,0.68167835,0.74015903,0.25332287,-0.03531311,-0.98963064,-0.054446936
0.9899938,0.9460377,0.7571679,0.7335763,0.5256744,0.6135486,0.453072,-0.035130225,-0.31611043,-0.05398652
0.9628348,0.8822964,-0.0034776183,0.10529997,0.384426,0.73992646,0.7326972,-0.02306144,1.0891382,-0.03193453
0.9828423,0.9093551,0.51349884,0.43758473,0.43572485,0.6796354,0.20604762,-0.033112276,-0.73123205,-0.05076594
0.9930977,0.9590195,-0.37952763,-0.33851713,0.41391447,0.8858681,0.5381275,-0.034720257,0.0038167771,-0.053180963
0.98764867,0.946836,0.29790708,0.429226,0.50731003,0.7811696,0.835207,-0.034888923,1.3583796,-0.053326253
0.995143,0.9649224,-0.20134898,0.02701024,0.51804376,0.8902872,0.94888455,-0.035236686,1.8092155,-0.054169793
0.9458084,0.82317424,0.40083086,0.297805,0.3349783,0.56464416,0.15577483,-0.0097763,-0.558285,-0.016104205
0.99893874,0.98847795,0.12123012,0.42479947,0.65223056,0.9149119,0.98385835,-0.035312667,2.0050428,-0.054443583
0.96557593,0.86662054,0.13222371,-0.020314429,0.32161245,0.7082087,0.1041238,-0.02484674,-0.7520599,-0.038502604
0.98655266,0.92080003,0.32869023,0.15675956,0.39395627,0.7502699,0.0836279,-0.034371994,-0.9248223,-0.052713413
0.9716841,0.908884,-0.05511296,0.048186097,0.38914052,0.7820458,0.66711974,-0.024741035,0.7687601,-0.036226634
0.9952415,0.9667164,-0.25513664,0.009696203,0.5235878,0.88596356,0.96417487,-0.035263643,1.9075873,-0.05423862
0.9862052,0.9255927,-0.22473185,-0.32159647,0.34475407,0.84324574,0.23299865,-0.03393061,-0.7288649,-0.051904436
0.9781108,0.9032124,-0.16873856,-0.27187887,0.32511285,0.8098091,0.20934269,-0.03167186,-0.6535416,-0.048093688
0.96731365,0.90623885,0.08971156,0.16514328,0.38962224,0.7449015,0.54466754,-0.025240447,0.36622506,-0.037808314
0.9084882,0.7702679,0.068252295,-0.035333533,0.26474792,0.6053433,0.14592569,0.056218755,-0.45408484,0.06746015
0.93443644,0.8284609,0.3565017,0.39578092,0.36291292,0.5415544,0.5153527,-0.0109450715,0.6425747,-0.014117834
0.9640846,0.87592745,-0.14170046,-0.1614673,0.32351688,0.7675751,0.40454802,-0.020127008,0.091766566,-0.031019814
0.9839247,0.9375412,0.63390017,0.6346385,0.5106702,0.6369944,0.617891,-0.034700524,0.36036342,-0.05297997
0.9549021,0.8498443,0.40849525,0.32367375,0.3434212,0.5997082,0.19414234,-0.023996798,-0.5208213,-0.037645236
0.99983686,0.9951416,-0.4754663,-0.5894242,0.5158788,0.9799338,0.2556522,-0.035313196,-1.0338956,-0.054447446
0.9833845,0.9139171,0.5857771,0.49978602,0.42562753,0.5989116,0.09962827,-0.034307122,-0.8802516,-0.05239151
0.9966873,0.9733116,0.81171054,0.79949826,0.61606216,0.6912266,0.54870266,-0.03529252,-0.40297416,-0.05439049
0.93304884,0.8444314,0.061440986,0.055146746,0.2868918,0.64346105,0.26009497,0.00667482,-0.20442557,0.003602391
0.99742764,0.97799104,-0.41359714,-0.27942386,0.5046565,0.932691,0.84735024,-0.035237256,0.9829544,-0.05422836
0.99175525,0.9534492,-0.3194799,-0.3045283,0.40812168,0.8784691,0.51503414,-0.034381133,-0.044940706,-0.0525519
0.9886491,0.94898176,0.7355187,0.7378263,0.5413518,0.6012073,0.6082062,-0.035156988,0.2780049,-0.053998142
0.9810735,0.9205141,0.14050429,0.2908481,0.4616825,0.76250273,0.8918877,-0.034616936,1.6262202,-0.052378487
0.9790962,0.9178555,-0.16399585,-0.04841149,0.39874396,0.8158877,0.7588394,-0.031120943,1.052258,-0.04595225
0.9940875,0.9628432,0.08973968,0.3134012,0.55386156,0.85128564,0.95680404,-0.03526711,1.8654819,-0.054258134
0.997831,0.97342074,-0.37270176,-0.4698056,0.42412838,0.9316172,0.25405228,-0.035274457,-0.8802103,-0.054363918
0.9878436,0.93575215,-0.30226475,-0.28574494,0.392762,0.8599358,0.47362208,-0.03317844,-0.021032892,-0.05020343
0.9901095,0.94396985,0.7213,0.6855462,0.5047518,0.6199869,0.25882268,-0.035060152,-0.690084,-0.05388257
0.9875863,0.92358476,0.46279955,0.34950268,0.42892846,0.7252299,0.11870223,-0.034133926,-0.86702496,-0.052494098
0.99966675,0.99175155,0.91324586,0.8742415,0.70812225,0.7812358,0.30802378,-0.035313193,-0.9926436,-0.05444727
0.99532944,0.96980006,-0.32736266,-0.09378828,0.51009953,0.89751655,0.9331187,-0.035233427,1.7433145,-0.05414358
0.95887095,0.87655777,-0.14126498,-0.098712094,0.34761435,0.7400955,0.58775157,-0.014148361,0.67663234,-0.016111419
0.9287851,0.8149876,0.39242327,0.38803357,0.35953528,0.54936385,0.3881656,-0.0063662627,0.20531265,-0.0076720444
0.93447554,0.8246025,0.21919517,0.1614942,0.3365542,0.6113805,0.21242827,0.011678181,-0.38044143,0.012090894
0.9815766,0.9094157,0.623295,0.56244636,0.44709215,0.57962096,0.16855063,-0.03399852,-0.75640893,-0.05186855
0.9944102,0.95621455,0.6130991,0.53211206,0.4953963,0.7084356,0.11058546,-0.03520156,-0.9589034,-0.05420012
0.9995523,0.9929936,-0.38672915,0.00047351292,0.6547306,0.9577404,0.99379385,-0.035313137,2.0987175,-0.054446395
0.9862441,0.9296116,0.6824089,0.6200549,0.46953198,0.59761715,0.21180081,-0.03486152,-0.7850386,-0.05340905
0.97230244,0.8877311,0.6049454,0.549823,0.4338312,0.5695121,0.3028669,-0.032158755,-0.4780211,-0.04855906
0.9999027,0.9975149,0.086080715,0.5337566,0.7747048,0.9636502,0.9981752,-0.035313297,2.147656,-0.054447725
0.95786417,0.8374445,0.39256558,0.2968572,0.35235468,0.6193643,0.18396212,-0.019429525,-0.5903773,-0.030821532
0.99020016,0.9313944,0.6384234,0.5436577,0.46941108,0.6407567,0.12359943,-0.034923755,-0.9067556,-0.05362909
0.955214,0.8597583,0.34455055,0.2928921,0.3690377,0.653609,0.33719906,-0.019898843,-0.2979613,-0.031449407
0.86531705,0.7182542,0.36465636,0.28122926,0.278988,0.4225213,0.1533679,0.10261252,-0.28767014,0.14178942
0.96288925,0.87819475,0.42723408,0.42849928,0.41112056,0.62566537,0.4798908,-0.024921292,0.23267657,-0.03831078
0.9918644,0.95390683,0.486599,0.6033293,0.5514841,0.73716235,0.90999216,-0.035256926,1.7028793,-0.0542222
0.98840064,0.9447292,-0.0474334,0.16425149,0.47257328,0.82511115,0.88466847,-0.034701705,1.6260929,-0.052856326
0.9959248,0.9629131,-0.24834462,-0.37449178,0.39600188,0.89994246,0.19445269,-0.03521035,-0.90341973,-0.054241046
0.9858746,0.92284113,0.6562192,0.58452684,0.4677175,0.58693975,0.15206003,-0.034638613,-0.85043514,-0.052974936
0.9998871,0.99663454,0.96467054,0.9413496,0.7840281,0.7458398,0.56775314,-0.035313297,-0.87404686,-0.054447714
0.9459194,0.8600655,-0.013841369,-0.022653736,0.30877215,0.7079489,0.35752815,0.0020271058,0.076827064,-0.0036712575
0.9479057,0.8315685,-0.014541758,-0.113342196,0.29783708,0.71332955,0.19140866,-0.0052465284,-0.45950878,-0.013463373
0.9990509,0.9845341,0.8513714,0.7977746,0.6361222,0.73588675,0.154946,-0.03531204,-1.0114524,-0.054443367
0.98698616,0.9275237,-0.053747837,-0.21335061,0.35307533,0.8148784,0.104804,-0.034294218,-0.8854369,-0.052536193
0.986539,0.9394573,-0.26929718,-0.091544285,0.448901,0.83528566,0.89511293,-0.03460226,1.6280758,-0.05216163
0.97438574,0.9021472,0.5785962,0.5135597,0.39626077,0.59349686,0.2021586,-0.033302017,-0.57661325,-0.05089262
0.9994279,0.98918325,0.9180257,0.8845742,0.6864564,0.70373327,0.30505604,-0.035313085,-0.94369715,-0.054446742
0.9841766,0.91211253,0.29310903,0.121338636,0.3776377,0.7494643,0.09504994,-0.03327845,-0.86831665,-0.051032122
0.978848,0.92538905,0.5648017,0.5805988,0.48446685,0.64394933,0.6363598,-0.034215383,0.56291246,-0.052039437
0.93556046,0.84479994,0.23677726,0.2303758,0.33760655,0.6412371,0.40971977,0.0010001252,0.16167685,-0.0026444134
0.9855486,0.92595977,-0.21610443,-0.228047,0.37591952,0.85675883,0.39107415,-0.031840947,-0.17723493,-0.049307685
0.999413,0.992949,0.27976438,0.56886464,0.71522117,0.9249767,0.99015796,-0.03531322,2.067541,-0.054447025
0.947347,0.86011946,0.07767129,0.13943723,0.36858782,0.6920833,0.6642873,-0.01066591,0.93715316,-0.011174248
0.9666237,0.89956963,0.5157052,0.5295456,0.43154052,0.59667504,0.5457937,-0.03186327,0.33639556,-0.047556404
0.9776322,0.89635146,-0.04556436,-0.19169034,0.32648957,0.78474486,0.11810637,-0.031606637,-0.8124542,-0.048197474
0.987382,0.93429506,-0.2756954,-0.3300864,0.35153088,0.85242546,0.3311933,-0.03379534,-0.49870357,-0.05170758
0.9784259,0.91702354,-0.14936067,0.012489101,0.41808376,0.7933005,0.85494375,-0.032439377,1.49484,-0.04726381
0.8952942,0.7671388,0.09610034,0.032811966,0.2716057,0.5849512,0.2126424,0.10991361,-0.22520411,0.1271393
0.9999809,0.9992577,0.97076976,0.9560224,0.86862355,0.8998089,0.88242483,-0.0353133,-0.17961933,-0.054447737
0.9957349,0.96751213,0.82570475,0.80321336,0.5985055,0.62096095,0.48798817,-0.035283197,-0.456101,-0.054362554
0.90882516,0.7992018,0.025933646,0.052025594,0.31501982,0.62513417,0.5488164,0.047951255,0.75810677,0.080425285
0.9913064,0.95879906,0.19790989,0.3948899,0.5417761,0.8018708,0.9346033,-0.03521329,1.7827094,-0.054059926
0.98473746,0.92045075,0.7272694,0.6959692,0.47858983,0.530971,0.315251,-0.034812063,-0.46764812,-0.053308554
0.9904792,0.9388413,0.46885002,0.3293287,0.43281776,0.7394008,0.09113719,-0.035052665,-0.9526806,-0.053908568
0.9679282,0.8646847,0.5318351,0.44732004,0.38622224,0.541012,0.13331747,-0.03040267,-0.73466146,-0.04555195
0.9977086,0.9743482,0.83622813,0.7914917,0.59620744,0.66383547,0.22194104,-0.035305876,-0.9157238,-0.05442584
0.9966255,0.9793803,0.7457478,0.78983694,0.6396731,0.7377669,0.85330087,-0.035306443,1.1506321,-0.054418173
0.9984668,0.97880226,0.78727436,0.7214403,0.61130166,0.75936204,0.16610104,-0.03530653,-0.9905572,-0.05442925
0.941618,0.83536875,0.15233123,0.0900574,0.320548,0.6707069,0.24141048,0.013586901,-0.27120975,0.0084539
0.91630316,0.78607005,0.44133678,0.39074707,0.33737758,0.49339998,0.2635155,0.012631422,-0.1610519,0.016858
0.9860334,0.9372499,0.0838935,0.2458868,0.480837,0.7969528,0.88808477,-0.034870885,1.5869863,-0.053125847
0.9644446,0.8546626,0.24312237,0.12124381,0.34004188,0.67720157,0.122821584,-0.02317712,-0.74519795,-0.03697082
0.9867772,0.9245589,0.6482649,0.5806014,0.47493568,0.63251007,0.19448471,-0.03456825,-0.7982542,-0.052953627
0.9862444,0.9239112,0.39965096,0.317897,0.4338739,0.7491562,0.2580363,-0.033734877,-0.7166529,-0.051982302
0.8354408,0.68477756,0.17649847,0.08121949,0.2412334,0.4597341,0.1268762,0.24142274,-0.3169795,0.31111246
0.9872429,0.93882596,-0.21679604,-0.040616214,0.45016462,0.8404421,0.8737291,-0.034340646,1.4897013,-0.051810067
0.93093085,0.8363791,0.30001226,0.28868902,0.33427194,0.6241071,0.42184117,-0.006554479,0.25186813,-0.011808941
0.95269334,0.8384985,0.08871148,-0.023807026,0.31120735,0.68291295,0.10884189,-0.010278186,-0.6264633,-0.018609142
0.99971837,0.9967353,0.869787,0.8984648,0.7790792,0.86289686,0.9300018,-0.035313286,1.2730656,-0.05444763
0.96951014,0.88322484,0.024029441,-0.07690372,0.32610485,0.7353998,0.14953718,-0.027656402,-0.6524107,-0.042587526
0.9963244,0.97473687,-0.31397748,-0.058095675,0.53905237,0.90362906,0.96305966,-0.03528298,1.8616593,-0.05431426
0.9622404,0.8924081,0.06997769,0.10904898,0.36718497,0.73677135,0.5577728,-0.018667044,0.5103482,-0.028970096
0.9505081,0.851245,0.49593216,0.4646501,0.39770225,0.5579437,0.3496285,-0.022430984,-0.20182006,-0.03346287
0.98165774,0.9050355,0.6300579,0.5822918,0.46485475,0.5809812,0.25354674,-0.03372487,-0.62880665,-0.051380537
0.99488354,0.96323454,0.81767803,0.78285575,0.5720179,0.6020649,0.35394305,-0.03527339,-0.7108717,-0.054332837
0.9791228,0.9218617,0.45327458,0.5164239,0.48249257,0.6889943,0.77204204,-0.034203462,1.1109202,-0.05164063
0.9448843,0.8519194,0.37620902,0.3695691,0.36581644,0.6147946,0.42747933,-0.019037677,0.09019448,-0.0280697
0.9676367,0.8684228,0.2911918,0.16442792,0.33223307,0.63794523,0.082738,-0.029854057,-0.79657465,-0.0450537
0.9452893,0.86351734,0.16611207,0.1569866,0.33764282,0.6761779,0.3787038,0.0012122729,0.043859474,-0.0032800352
0.9991319,0.98851967,-0.5114824,-0.2992138,0.5755825,0.95832556,0.95080787,-0.035309236,1.6621093,-0.054429166
0.97495854,0.9023208,0.56663364,0.52230597,0.42956713,0.5999883,0.26511344,-0.032487877,-0.54473406,-0.049150072
0.9332213,0.8148484,0.18604794,0.0783484,0.30460778,0.62523943,0.13269645,0.011222838,-0.57602584,0.010672336
0.99572873,0.96873534,0.57551414,0.5581013,0.556895,0.8281222,0.48513943,-0.035225537,-0.55820477,-0.054267876
0.970627,0.9036592,-0.13133822,-0.035207175,0.38086978,0.77591777,0.69459933,-0.023993615,0.9071216,-0.03381333
0.88601136,0.77748704,0.09520716,0.054987494,0.27041626,0.54815805,0.21007787,0.089381546,-0.22769919,0.11738728
0.9985314,0.979993,0.84887385,0.8043656,0.62496054,0.710593,0.2530195,-0.035309963,-0.9475585,-0.05443703
0.96503776,0.8816706,-0.122268565,-0.15072985,0.32601276,0.74872917,0.2845116,-0.020373018,-0.2346343,-0.03143182
0.9499744,0.8338376,0.21886876,0.10068443,0.32242796,0.6403438,0.11895959,-0.007792103,-0.64619887,-0.01594446
0.9520066,0.8653823,-0.06452637,-0.11601009,0.30091804,0.72108173,0.2951744,-0.01121459,-0.16395232,-0.019835038
0.9957479,0.97317785,0.7622162,0.7866478,0.60973775,0.7027002,0.78366756,-0.03529466,0.75655025,-0.054380488
0.93235743,0.8217514,0.037475638,-0.03154931,0.28965986,0.64137465,0.18115075,0.010878947,-0.48102754,0.011099665
0.98908985,0.93252325,-0.06491964,-0.21763043,0.37242824,0.8494571,0.12502679,-0.034333255,-0.8754073,-0.05272606
0.9228938,0.7964606,-0.04541595,-0.13017106,0.270832,0.6365559,0.15557022,0.02958801,-0.3642444,0.038761932
0.9096223,0.78272223,-0.09100447,-0.083679385,0.29093444,0.6382686,0.41223896,0.086358495,0.43329096,0.13510117
0.9904025,0.93772376,-0.26157245,-0.3596136,0.35559312,0.86558443,0.221413,-0.034715366,-0.76094604,-0.05328139
0.9359099,0.82054,0.35790518,0.2977736,0.33667848,0.556274,0.2247278,0.0004269646,-0.332927,-0.0018798519
0.927173,0.81561905,-0.08696507,-0.14770205,0.2733254,0.6466978,0.22107695,0.021163097,-0.30271125,0.029252669
0.87268364,0.74627167,0.3319711,0.32321402,0.309666,0.45837647,0.44990975,0.08300067,0.5402069,0.12760681
0.99548745,0.9608366,0.7765739,0.72888297,0.5493789,0.6790504,0.29454064,-0.035269607,-0.7725931,-0.054333143
0.989292,0.95353675,0.07895903,0.264036,0.5051121,0.8163672,0.886383,-0.03484505,1.5407587,-0.05310938
0.8879255,0.75172,0.21828303,0.12473966,0.27249864,0.5221505,0.11504474,0.075746074,-0.4622482,0.09945093
0.99318576,0.96742713,0.62333256,0.6747235,0.5699399,0.7531853,0.7504757,-0.035231955,0.7704412,-0.054212697
0.977887,0.91147196,0.11877502,0.28523013,0.4512776,0.7288558,0.88896006,-0.033883993,1.6632247,-0.05056883
0.947507,0.847881,0.24807146,0.3352478,0.39328063,0.60476613,0.8116396,-0.028924443,1.4238889,-0.0384903
0.91375756,0.78867435,0.4002497,0.37283465,0.34340286,0.49312535,0.32038552,0.020799909,0.0024655317,0.030972775
0.927706,0.8105482,0.15063386,0.04149128,0.29074124,0.599016,0.12666972,0.006348719,-0.58409977,0.0049735536
0.92742014,0.8138967,-0.020477286,-0.008467087,0.31822413,0.6630126,0.47225934,0.017695306,0.46621755,0.031776473
0.9148588,0.8101689,0.0010599499,0.01764504,0.2915267,0.6400413,0.43277928,0.04637594,0.48521996,0.06518322
0.97342277,0.91416556,0.12751454,0.27570134,0.44318646,0.72545075,0.84342134,-0.033166308,1.491507,-0.048943825
0.9981577,0.9845744,0.69244766,0.74600804,0.6582545,0.8330087,0.8416634,-0.035308357,0.88502556,-0.05443001
0.9656385,0.8908246,0.5477803,0.553837,0.42876124,0.5576468,0.55934846,-0.03148696,0.4077422,-0.04655151
0.98790365,0.93878084,0.5810864,0.5707969,0.48864168,0.71400756,0.47384986,-0.034440365,-0.26275602,-0.052874997
0.9665332,0.88263494,-0.22410287,-0.21263124,0.3215223,0.7731451,0.45873564,-0.021983746,0.16930784,-0.03196018
0.9584847,0.863308,0.33183825,0.28140104,0.3596287,0.67485,0.3080506,-0.019927228,-0.25336328,-0.032643255
0.99096197,0.9431968,-0.11532732,-0.2487483,0.38381222,0.85829085,0.1695649,-0.034771558,-0.8668071,-0.053423002
0.86970335,0.74712086,0.2714216,0.2445198,0.29066744,0.5116471,0.38973957,0.08553681,0.3690696,0.122807115
0.9404317,0.82632744,0.5218034,0.5200243,0.3831838,0.4814256,0.53210944,-0.02258814,0.54666406,-0.029931678
0.9956065,0.97163284,0.29083905,0.49506685,0.5824823,0.8242954,0.9545025,-0.035298795,1.8795209,-0.054377545
0.9936153,0.9615628,0.25063038,0.44379386,0.5649557,0.80982125,0.94452566,-0.035268217,1.8348542,-0.054251652
0.93533885,0.80585015,0.08685051,-0.01689899,0.28423855,0.6525367,0.14766759,0.013902903,-0.5219318,0.013477881
0.9903882,0.9561357,0.2739869,0.44832847,0.5365963,0.79339844,0.8757307,-0.035081275,1.4915403,-0.053776372
0.98622024,0.935982,-0.055494852,0.1496791,0.4729207,0.8071038,0.92762184,-0.034757856,1.7679907,-0.05276386
0.98763525,0.93515015,-0.27781352,-0.28996938,0.37306762,0.85926765,0.3929532,-0.032890905,-0.21114728,-0.050315317
0.97451645,0.8889974,0.45041484,0.32398292,0.3716568,0.63113886,0.11338497,-0.03246168,-0.82229286,-0.049421616
0.9833466,0.9364072,0.5968487,0.6458557,0.50082695,0.6400279,0.71018094,-0.03488837,0.8729064,-0.053302042
0.8793519,0.73390406,0.229468,0.17180078,0.28715292,0.5066803,0.20115598,0.16277641,-0.18267222,0.21078803
0.99980605,0.9937271,0.8343812,0.7495247,0.66479653,0.877206,0.0831389,-0.035313252,-1.0540743,-0.05444757
0.9317151,0.82266045,-0.061335612,-0.090622045,0.295734,0.6857416,0.28709596,0.042101406,-0.04643157,0.048025947
0.9732951,0.9042511,-0.16841702,-0.064360745,0.37766546,0.7766066,0.7122043,-0.0280061,1.0860404,-0.03951993
0.8909342,0.7436679,0.22243454,0.13918494,0.28046194,0.541074,0.19715023,0.12065769,-0.2339797,0.1463212
0.9981376,0.9820127,0.74665356,0.7951451,0.6714787,0.79698086,0.8978601,-0.035311274,1.3595632,-0.054437965
0.9523247,0.8634239,-0.117729366,-0.093628004,0.3291931,0.73874646,0.47141767,-0.007569921,0.31256655,-0.01094931
0.9607329,0.85583895,0.53494376,0.4645553,0.38348776,0.52474463,0.15189278,-0.027492462,-0.66827786,-0.04100774
0.9818404,0.9238864,-0.19013496,-0.067794494,0.4063618,0.8196219,0.7870987,-0.03214902,1.2017629,-0.047328357
0.99843466,0.9866057,0.7193886,0.78518295,0.66307396,0.8203876,0.888536,-0.03531121,1.2048253,-0.05443924
0.9916814,0.9449678,-0.16930787,-0.31137627,0.36282533,0.85525185,0.1357654,-0.03491038,-0.8870616,-0.05365769
0.94812316,0.81607556,0.30514795,0.20751408,0.33377823,0.6066736,0.14469418,-0.013159718,-0.5729969,-0.021446502
0.9351449,0.80506384,0.2272407,0.108921535,0.30378437,0.62574655,0.117513955,0.0053101075,-0.6270045,0.0023477802
0.9631146,0.8710672,0.5655889,0.5169976,0.40771976,0.53270894,0.25503895,-0.029289337,-0.4430894,-0.043697257
0.91061807,0.77917796,0.2002887,0.12962006,0.3054799,0.5900522,0.20078355,0.061194774,-0.24385275,0.071219735
0.9400732,0.85378736,0.0392278,0.11072592,0.35516784,0.6658331,0.65611035,-0.0015509664,1.0305184,0.0051432396
0.97378635,0.89440596,-0.17074864,-0.25078082,0.32307184,0.78435546,0.2193182,-0.028468378,-0.5405883,-0.043245427
0.9995245,0.99272466,-0.056222603,0.3432305,0.6884433,0.93915635,0.99434626,-0.035313234,2.1131463,-0.054447137
0.9986269,0.98147213,0.549898,0.37600452,0.5262231,0.8581192,0.037371386,-0.03530877,-1.0386193,-0.05443606
0.97572595,0.9155765,0.18420696,0.22737217,0.4190481,0.7822918,0.58649623,-0.03186357,0.51303786,-0.04835831
0.98376876,0.9174654,-0.210905,-0.30813235,0.3345297,0.8257365,0.21242683,-0.03297956,-0.6574923,-0.050268404
0.9519211,0.85247195,0.4463666,0.3859192,0.36763412,0.58540046,0.24415901,-0.019685257,-0.4112165,-0.030307934
0.98922294,0.9367361,0.6984784,0.6499175,0.50105685,0.6209061,0.2396821,-0.034899198,-0.72455347,-0.053591527
0.98274845,0.94176143,0.081642464,0.2105254,0.46123222,0.7916043,0.7858813,-0.033630762,1.1365272,-0.05057471
0.9242516,0.81970155,-0.06279241,-0.08068589,0.29886597,0.67267185,0.39002156,0.05016736,0.23433404,0.07344462
0.9949077,0.96359605,-0.3934614,-0.39245299,0.40703335,0.9022142,0.4283128,-0.035016254,-0.33555546,-0.053829163
0.98136806,0.9119945,0.51954836,0.50113535,0.43765837,0.65369445,0.28216052,-0.032802746,-0.4524811,-0.050141677
0.9998511,0.997579,0.82439137,0.8908981,0.80416363,0.89996606,0.9800816,-0.035313297,1.9230506,-0.054447718
0.99697447,0.97454613,0.8431883,0.8087595,0.60186595,0.6653259,0.40859032,-0.03530192,-0.69992507,-0.05441399
0.9256446,0.82574093,0.1637558,0.2324975,0.34900582,0.61434287,0.6766173,-0.009238778,1.1121278,-0.005438728
0.9330408,0.8299219,-0.13965462,-0.101056,0.30621785,0.67968667,0.5134618,0.02579318,0.56464577,0.046156332
0.99976784,0.9958643,0.0869455,0.49453443,0.73720366,0.9503156,0.99561465,-0.03531329,2.1187687,-0.054447614
0.96461296,0.8970801,0.03081496,0.17768383,0.40662602,0.7154608,0.8082304,-0.02952385,1.4192344,-0.041236043
0.99971884,0.99483216,-0.28558835,0.14511557,0.68933654,0.9608637,0.99698174,-0.03531327,2.1298409,-0.054447424
